,nameProject,testCase,prediction
17,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestViewSensorByType.should_native_query,False
39,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithDSESearch.should_search_numeric_gt,False
42,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithDSESearch.should_search_numeric_lte,False
44,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithDSESearch.should_search_numeric_gt_and_lte,False
66,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithIndexOnClustering.should_query_using_index_on_clustering,False
69,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithStaticCounterColumn.should_delete_by_id,True
75,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithComplexTuple.cleanUp,True
77,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithComplexTuple.should_find,False
81,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithComplexIndices.should_query_using_simple_index,False
84,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithComplexIndices.should_query_using_map_key_index,False
98,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithCounterColumn.should_find,False
124,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.AnnotationTreeTest.should_build_annotation_tree_for_map_ecj,False
128,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.AnnotationTreeTest.should_build_trees_json_map_ecj,False
133,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.AnnotationTreeTest.should_build_treemap_for_codec_annotation_javac,False
144,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FunctionParserTest.should_parse_functions_with_complex_types_javac,True
146,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FunctionParserTest.should_parse_functions_with_complex_return_types_javac,True
155,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FunctionParserTest.should_fail_parsing_function_forbidden_function_name,False
159,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_clustering_column_type,True
164,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_static_counter_column_type,True
169,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_fail_if_both_clustering_and_computed_column,False
177,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_normal_column_info,True
180,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_list_nested_index_info,True
186,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_not_indexed_map_index_info,True
192,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_generate_field_info_for_objectBoolean,False
207,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_create_codec_for_json,False
212,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_create_custom_codec_for_counter,False
224,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.EntityParserTest.should_fail_because_no_matching_field_name_for_constructor_param_javac,False
236,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_object_byte_array,False
265,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_map_of_double_array,False
268,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_computed_field_with_codec,False
275,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_optional_string,False
276,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_optional_protocol_version_from_codec_registry,False
277,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_optional_protocol_version_from_inline_codec,False
280,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_field_with_case_sensitive_overriden_name,False
302,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_stemming_But_NotString,False
326,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest.should_fail_on_invalidType,False
335,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.validator.BeanValidatorTest.should_validate_immutable_entity,True
339,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.validator.cassandra3_0.BeanValidator3_0Test.should_fail_validating_view_because_column_not_in_base,True
344,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_entity_with_simple_partition_key,False
347,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_entity_with_counter_column,False
350,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_entity_with_computed_column,False
351,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_inherited_entity,False
360,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_fail_building_abstract_class,False
371,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_fail_building_view_meta_with_static_column,False
374,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.UDTMetaCodeGenTest.should_generate_udt_with_custom_constructor_property_class,True
375,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.ManagerCodeGenTest.should_generate_manager_class_for_index_dsl,True
386,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.script.ScriptExecutorTest.should_execute_script,False
400,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.bugs.PrimitiveAsClusteringColumnIT.should_select_dsl,False
16,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestViewSensorByType.should_typed_query,False
53,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithDSESearch.should_search_date_gt_and_lte,False
65,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithCompositePartitionKey.should_dsl_select_with_IN_clause,True
96,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithComplexTypes.should_dsl_select,False
116,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithStaticColumn.should_dsl_delete_static,False
125,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.AnnotationTreeTest.should_build_trees_for_other_fields_javac,False
163,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_counter_column_type,True
181,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_list_not_index_info,True
184,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_map_value_index_info,True
185,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_fail_building_map_with_multiple_indices,True
188,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_frozen_list_index_info,True
213,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_fail_create_custom_codec_for_counter_if_target_type_not_matched,False
219,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_fail_creating_JavaType_for_wildcard_type,False
221,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.EntityParserTest.should_generate_meta_signature_for_complex_types_javac,True
226,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.EntityParserTest.should_fail_because_no_matching_field_name_for_immutable_constructor_param_javac,False
233,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_primitive_boolean,True
235,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_primitive_byte_array,True
242,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_json_map,True
243,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_map_with_nested_json,True
245,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_set_nesting,True
252,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_tuple3,True
255,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_tuple6,True
271,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_json_codec_from_registry,True
272,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_enumerated_codec_from_registry,True
286,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_non_frozen_nested_udt,True
289,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_clustering_column_in_udt,True
296,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_standardAnalyzer_But_SPARSE,False
297,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_standardAnalyzer_But_NotAnalyzed,False
304,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_stemming_But_NotAnalyzed,False
309,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_on_map,True
315,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest.should_validate_primitiveByte,True
328,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest.should_fail_on_invalidUpperBound,False
333,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.validator.BeanValidatorTest.should_fail_validating_class_without_default_constructor,True
338,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.validator.cassandra3_0.BeanValidator3_0Test.should_fail_validating_view_without_base_entity,False
352,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_entity_with_static_annotations,False
354,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_entity_with_complex_counter_types,False
356,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_entity_with_implicit_field_parsing,False
361,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_fail_building_class_with_no_public_constructor,False
366,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_fail_building_class_with_wrong_composite_partition_key_order,False
367,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_fail_building_class_with_wrong_clustering_column_order,False
376,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.index.IndexSelectDSLCodeGenTest.should_generate_indexed_select_dsl_class_with_udt,True
398,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.bugs.MultiLayerNestingIT.should_handle_3_levels_of_nesting_udt,False
13,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithSASIIndices.should_search_using_like,True
38,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithDSESearch.should_search_numeric_eq,False
40,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithDSESearch.should_search_numeric_gte,False
54,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithDSESearch.should_search_date_gte_and_lt,True
58,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithDSESearch.should_search_using_raw_solr_query,False
90,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithComplexIndices.should_query_using_index_and_multi_clustering_columns_slice,True
94,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithComplexTypes.should_insert,False
112,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithStaticColumn.should_insert_static_if_not_exist,True
119,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithDSESearchJSON.should_search_date_eq_JSON,False
120,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithDSESearchJSON.should_search_using_solr_and_partition_JSON,False
135,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.AnnotationTreeTest.should_build_treemap_for_computed_annotation_javac,False
136,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.AnnotationTreeTest.should_build_treemap_for_computed_annotation_ecj,False
150,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FunctionParserTest.should_fail_parsing_function_with_unsupported_return_type,False
168,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_fail_if_both_clustering_and_static_column,True
194,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_generate_field_info_for_map,True
195,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_generate_field_info_for_column_with_no_setter,True
202,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_create_codec_for_object_byte_array,True
217,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_create_JavaType_for_parameterized_type,True
220,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.CodecFactoryTest.getFieldParsingContext,True
239,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_string_type,False
244,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_list_nesting,False
251,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_tuple2,False
266,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_nested_int_array,False
269,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_runtime_codec,False
273,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_codec_from_registry,False
292,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_analyzed_but_not_string,False
311,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_wrongtimeuuid,False
312,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_ascii,False
329,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest.should_fail_on_invalidLowerBound,False
332,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.validator.BeanValidatorTest.should_fail_validating_an_abstract_class,True
336,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.validator.BeanValidatorTest.should_validate_entity_with_EntityCreator_constructor,True
349,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_entity_with_static_column,False
353,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_entity_with_complex_types,False
355,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_entity_with_complex_indices,False
357,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_entity_with_custom_constructor,False
378,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.type.TypedMapTest.should_build_typed_map_from_source,True
380,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.script.ScriptExecutorTest.should_build_statements_from_lines,False
382,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.script.ScriptExecutorTest.should_build_create_function_statements_from_lines_syntax_1,True
391,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.bugs.ConsistencyLevelOrderingIT.should_override_static_consistency_setting_by_runtime_value,False
393,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.bugs.NativeCollectionsCodecIT.should_insert_list_long,True
396,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.bugs.ValidateSchemaIT.should_fail_validating_schema_when_static_column_missing,True
397,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.bugs.ClassLevelTracing.should_activate_tracing_programmatically,False
0,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithIndicesForJSON.should_query_using_simple_index_fromJSON,False
14,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestViewSensorByType.should_find_by_id,False
29,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestSchemaGenerator.should_use_schema_generator_and_append_to_string,False
30,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestSchemaGenerator.should_build_schema_for_simple_entity,False
46,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithDSESearch.should_search_numeric_gte_and_lte,False
52,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithDSESearch.should_search_date_gt_and_lt,False
63,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithCompositePartitionKey.should_find,True
72,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithCustomConstructorAndDeclaredFields.should_find_by_id,False
78,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithCustomConstructor.should_find_by_id,False
101,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithCounterColumn.should_delete_instance,True
117,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithDSESearchJSON.should_search_text_eq_JSON,False
123,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.AnnotationTreeTest.should_build_annotation_tree_for_map_javac,False
126,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.AnnotationTreeTest.should_build_trees_for_other_fields_javac_ecj,False
137,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.AnnotationTreeTest.should_build_treemap_for_clustering_column_annotation_java,False
147,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FunctionParserTest.should_parse_functions_with_complex_return_types_ecj,False
157,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FunctionParserTest.should_fail_parsing_validating_nested_types,False
171,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_fail_if_partition_key_order_zero,False
183,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_map_key_index_info,True
209,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_create_codec_for_computed,False
228,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.EntityParserTest.should_fail_because_incorrect_field_type_for_declared_constructor_param_javac,False
246,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_map_nesting,False
256,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_tuple7,False
262,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_list_udt,False
270,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_simple_codec_from_registry,False
288,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_partition_key_in_udt,False
298,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_lowercase_But_Not_String,False
305,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_stemming_But_NonTokeninzingAnalyzer,False
306,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_SPARSE_But_String,False
320,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest.should_validate_setByte,False
321,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest.should_validate_mapByteArray,False
322,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest.should_validate_tuple1,False
340,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.validator.cassandra3_0.BeanValidator3_0Test.should_fail_validating_view_because_column_not_correct_type,False
369,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_fail_building_view_meta_with_entity_annotation,False
370,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_fail_building_view_meta_with_counter_column,False
377,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.dsl.select.SelectDSLCodeGenTest.should_generate_select_dsl_class_for_udt_as_clustering,False
379,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.script.ScriptExecutorTest.should_load_script_as_lines,False
385,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.script.ScriptExecutorTest.should_build_create_function_statements_from_lines_syntax_4,True
21,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestSchemaGenerator.should_build_schema_for_entity_with_static_counter_column,False
37,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithDSESearch.should_search_text_using_substring,False
47,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithDSESearch.should_search_date_eq,False
48,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithDSESearch.should_search_date_gt,False
50,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithDSESearch.should_search_date_lt,False
51,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithDSESearch.should_search_date_lte,False
61,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithDSESearch.toString,False
64,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithCompositePartitionKey.should_dsl_select_with_token_value,True
70,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithStaticCounterColumn.should_delete_instance,True
76,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithComplexTuple.should_insert,True
79,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithCustomConstructor.should_dsl_select_one,False
86,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithComplexIndices.should_query_using_map_key_entry,False
95,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithComplexTypes.should_find,False
97,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithComplexTypes.buildDate,False
